id,title,year,category,field,authors
synth-0070,Intellectual debt along a cs cycle,2018,cs.LG,cs,Synth Cs 2
synth-0071,Citation triangles in cs,2018,cs.LG,cs,Synth Cs 3
synth-0072,Simplicial cuts for cs corpora,2018,cs.LG,cs,Synth Cs 4
synth-0073,Boundary operators for cs claims,2018,cs.LG,cs,Synth Cs 5
synth-0074,Discrete Hodge theory of 74,2018,cs.LG,cs,Synth Cs 6
synth-0075,Fiedler versus Hodge on 75,2018,cs.LG,cs,Synth Cs 7
synth-0076,Boundary operators for cs claims,2018,cs.LG,cs,Synth Cs 8
synth-0077,On the cs kernel of L1,2018,cs.LG,cs,Synth Cs 9
synth-0078,Harmonic chains in cs literature,2018,cs.LG,cs,Synth Cs 10
synth-0079,Simplicial cuts for cs corpora,2018,cs.LG,cs,Synth Cs 11
synth-0080,Harmonic chains in cs literature,2018,cs.LG,cs,Synth Cs 12
synth-0081,A stacked cs note on 81,2019,cs.LG,cs,Synth Cs 13
synth-0082,Discrete Hodge theory of 82,2019,cs.LG,cs,Synth Cs 14
synth-0083,On the cs kernel of L1,2019,cs.LG,cs,Synth Cs 15
synth-0084,Intellectual debt along a cs cycle,2019,cs.LG,cs,Synth Cs 16
synth-0085,Spectral 85 on a cs complex,2019,cs.LG,cs,Synth Cs 17
synth-0086,Boundary operators for cs claims,2019,cs.LG,cs,Synth Cs 1
synth-0087,Fiedler versus Hodge on 87,2019,cs.LG,cs,Synth Cs 2
synth-0088,Fiedler versus Hodge on 88,2019,cs.LG,cs,Synth Cs 3
synth-0089,Simplicial cuts for cs corpora,2019,cs.LG,cs,Synth Cs 4
synth-0090,Fiedler versus Hodge on 90,2019,cs.LG,cs,Synth Cs 5
synth-0091,Simplicial cuts for cs corpora,2019,cs.LG,cs,Synth Cs 6
synth-0092,A stacked cs note on 92,2019,cs.LG,cs,Synth Cs 7
synth-0093,A stacked cs note on 93,2019,cs.LG,cs,Synth Cs 8
synth-0094,A stacked cs note on 94,2019,cs.LG,cs,Synth Cs 9
synth-0095,A stacked cs note on 95,2019,cs.LG,cs,Synth Cs 10
synth-0096,Intellectual debt along a cs cycle,2019,cs.LG,cs,Synth Cs 11
synth-0097,Intellectual debt along a cs cycle,2019,cs.LG,cs,Synth Cs 12
synth-0098,Spectral 98 on a cs complex,2019,cs.LG,cs,Synth Cs 13
synth-0099,Discrete Hodge theory of 99,2019,cs.LG,cs,Synth Cs 14
synth-0100,Intellectual debt along a cs cycle,2019,cs.LG,cs,Synth Cs 15
synth-0101,Fiedler versus Hodge on 101,2020,cs.LG,cs,Synth Cs 16
synth-0102,Citation triangles in cs,2020,cs.LG,cs,Synth Cs 17
synth-0103,A stacked cs note on 103,2020,cs.LG,cs,Synth Cs 1
synth-0104,Citation triangles in cs,2020,cs.LG,cs,Synth Cs 2
synth-0105,Intellectual debt along a cs cycle,2020,cs.LG,cs,Synth Cs 3
synth-0106,Harmonic chains in cs literature,2020,cs.LG,cs,Synth Cs 4
synth-0107,Intellectual debt along a cs cycle,2020,cs.LG,cs,Synth Cs 5
synth-0108,Simplicial cuts for cs corpora,2020,cs.LG,cs,Synth Cs 6
synth-0109,A stacked cs note on 109,2020,cs.LG,cs,Synth Cs 7
synth-0110,Simplicial cuts for cs corpora,2020,cs.LG,cs,Synth Cs 8
synth-0111,Harmonic chains in cs literature,2020,cs.LG,cs,Synth Cs 9
synth-0112,Spectral 112 on a cs complex,2020,cs.LG,cs,Synth Cs 10
synth-0113,On the cs kernel of L1,2020,cs.LG,cs,Synth Cs 11
synth-0114,A stacked cs note on 114,2020,cs.LG,cs,Synth Cs 12
synth-0115,Simplicial cuts for cs corpora,2020,cs.LG,cs,Synth Cs 13
synth-0116,Spectral 116 on a cs complex,2020,cs.LG,cs,Synth Cs 14
synth-0117,Boundary operators for cs claims,2020,cs.LG,cs,Synth Cs 15
synth-0118,Boundary operators for cs claims,2020,cs.LG,cs,Synth Cs 16
synth-0119,Harmonic chains in cs literature,2020,cs.LG,cs,Synth Cs 17
synth-0120,Fiedler versus Hodge on 120,2020,cs.LG,cs,Synth Cs 1
synth-0121,Fiedler versus Hodge on 121,2021,cs.LG,cs,Synth Cs 2
synth-0122,On the cs kernel of L1,2021,cs.LG,cs,Synth Cs 3
synth-0123,Citation triangles in cs,2021,cs.LG,cs,Synth Cs 4
synth-0124,Spectral 124 on a cs complex,2021,cs.LG,cs,Synth Cs 5
synth-0125,Simplicial cuts for cs corpora,2021,cs.LG,cs,Synth Cs 6
synth-0126,A stacked cs note on 126,2021,cs.LG,cs,Synth Cs 7
synth-0127,Discrete Hodge theory of 127,2021,cs.LG,cs,Synth Cs 8
synth-0128,Boundary operators for cs claims,2021,cs.LG,cs,Synth Cs 9
synth-0129,A stacked cs note on 129,2021,cs.LG,cs,Synth Cs 10
synth-0130,Citation triangles in cs,2021,cs.LG,cs,Synth Cs 11
synth-0131,A stacked cs note on 131,2021,cs.LG,cs,Synth Cs 12
synth-0132,Harmonic chains in cs literature,2021,cs.LG,cs,Synth Cs 13
synth-0133,Intellectual debt along a cs cycle,2021,cs.LG,cs,Synth Cs 14
synth-0134,Spectral 134 on a cs complex,2021,cs.LG,cs,Synth Cs 15
synth-0135,Discrete Hodge theory of 135,2021,cs.LG,cs,Synth Cs 16
synth-0136,Intellectual debt along a cs cycle,2021,cs.LG,cs,Synth Cs 17
synth-0137,Boundary operators for cs claims,2021,cs.LG,cs,Synth Cs 1
synth-0138,Spectral 138 on a cs complex,2021,cs.LG,cs,Synth Cs 2
synth-0139,Citation triangles in cs,2021,cs.LG,cs,Synth Cs 3
synth-0140,Citation triangles in cs,2021,cs.LG,cs,Synth Cs 4
synth-0141,Simplicial cuts for cs corpora,2022,cs.LG,cs,Synth Cs 5
synth-0142,Boundary operators for cs claims,2022,cs.LG,cs,Synth Cs 6
synth-0143,Citation triangles in cs,2022,cs.LG,cs,Synth Cs 7
synth-0144,Simplicial cuts for cs corpora,2022,cs.LG,cs,Synth Cs 8
synth-0145,Spectral 145 on a cs complex,2022,cs.LG,cs,Synth Cs 9
synth-0146,Citation triangles in cs,2022,cs.LG,cs,Synth Cs 10
synth-0147,Fiedler versus Hodge on 147,2022,cs.LG,cs,Synth Cs 11
synth-0148,Intellectual debt along a cs cycle,2022,cs.LG,cs,Synth Cs 12
synth-0149,Spectral 149 on a cs complex,2022,cs.LG,cs,Synth Cs 13
synth-0150,A stacked cs note on 150,2022,cs.LG,cs,Synth Cs 14
synth-0151,Citation triangles in cs,2022,cs.LG,cs,Synth Cs 15
synth-0152,Simplicial cuts for cs corpora,2022,cs.LG,cs,Synth Cs 16
synth-0153,On the cs kernel of L1,2022,cs.LG,cs,Synth Cs 17
synth-0154,Citation triangles in cs,2022,cs.LG,cs,Synth Cs 1
synth-0155,On the cs kernel of L1,2022,cs.LG,cs,Synth Cs 2
synth-0156,On the cs kernel of L1,2022,cs.LG,cs,Synth Cs 3
synth-0157,A stacked cs note on 157,2022,cs.LG,cs,Synth Cs 4
synth-0158,Spectral 158 on a cs complex,2022,cs.LG,cs,Synth Cs 5
synth-0159,Boundary operators for cs claims,2022,cs.LG,cs,Synth Cs 6
synth-0160,Fiedler versus Hodge on 160,2022,cs.LG,cs,Synth Cs 7
synth-0161,Harmonic chains in cs literature,2023,cs.LG,cs,Synth Cs 8
synth-0162,Discrete Hodge theory of 162,2023,cs.LG,cs,Synth Cs 9
synth-0163,On the cs kernel of L1,2023,cs.LG,cs,Synth Cs 10
synth-0164,Spectral 164 on a cs complex,2023,cs.LG,cs,Synth Cs 11
synth-0165,On the cs kernel of L1,2023,cs.LG,cs,Synth Cs 12
synth-0166,Spectral 166 on a cs complex,2023,cs.LG,cs,Synth Cs 13
synth-0167,Harmonic chains in cs literature,2023,cs.LG,cs,Synth Cs 14
synth-0168,Harmonic chains in cs literature,2023,cs.LG,cs,Synth Cs 15
synth-0169,Citation triangles in cs,2023,cs.LG,cs,Synth Cs 16
synth-0170,Simplicial cuts for cs corpora,2023,cs.LG,cs,Synth Cs 17
synth-0171,A stacked cs note on 171,2023,cs.LG,cs,Synth Cs 1
synth-0172,On the cs kernel of L1,2023,cs.LG,cs,Synth Cs 2
synth-0173,Harmonic chains in cs literature,2023,cs.LG,cs,Synth Cs 3
synth-0174,On the cs kernel of L1,2023,cs.LG,cs,Synth Cs 4
synth-0175,Intellectual debt along a cs cycle,2023,cs.LG,cs,Synth Cs 5
synth-0176,Fiedler versus Hodge on 176,2023,cs.LG,cs,Synth Cs 6
synth-0177,A stacked cs note on 177,2023,cs.LG,cs,Synth Cs 7
synth-0178,Intellectual debt along a cs cycle,2023,cs.LG,cs,Synth Cs 8
synth-0179,Intellectual debt along a cs cycle,2023,cs.LG,cs,Synth Cs 9
synth-0180,Simplicial cuts for cs corpora,2023,cs.LG,cs,Synth Cs 10
synth-0181,On the cs kernel of L1,2024,cs.LG,cs,Synth Cs 11
synth-0182,A stacked cs note on 182,2024,cs.LG,cs,Synth Cs 12
synth-0183,On the cs kernel of L1,2024,cs.LG,cs,Synth Cs 13
synth-0184,On the cs kernel of L1,2024,cs.LG,cs,Synth Cs 14
synth-0185,Simplicial cuts for cs corpora,2024,cs.LG,cs,Synth Cs 15
synth-0186,On the cs kernel of L1,2024,cs.LG,cs,Synth Cs 16
synth-0187,Spectral 187 on a cs complex,2024,cs.LG,cs,Synth Cs 17
synth-0188,On the cs kernel of L1,2024,cs.LG,cs,Synth Cs 1
synth-0189,On the cs kernel of L1,2024,cs.LG,cs,Synth Cs 2
synth-0190,A stacked cs note on 190,2024,cs.LG,cs,Synth Cs 3
synth-0191,Discrete Hodge theory of 191,2024,cs.LG,cs,Synth Cs 4
synth-0192,Spectral 192 on a cs complex,2024,cs.LG,cs,Synth Cs 5
synth-0193,A stacked cs note on 193,2024,cs.LG,cs,Synth Cs 6
synth-0194,Simplicial cuts for cs corpora,2024,cs.LG,cs,Synth Cs 7
synth-0195,Harmonic chains in cs literature,2024,cs.LG,cs,Synth Cs 8
synth-0196,On the cs kernel of L1,2024,cs.LG,cs,Synth Cs 9
synth-0197,A stacked cs note on 197,2024,cs.LG,cs,Synth Cs 10
synth-0198,Intellectual debt along a cs cycle,2024,cs.LG,cs,Synth Cs 11
synth-0199,Citation triangles in cs,2024,cs.LG,cs,Synth Cs 12
synth-0200,Fiedler versus Hodge on 200,2024,cs.LG,cs,Synth Cs 13
synth-0201,Citation triangles in stat,2015,stat.ML,stat,Synth Stat 14
synth-0202,Harmonic chains in stat literature,2015,stat.ML,stat,Synth Stat 15
synth-0203,Spectral 203 on a stat complex,2015,stat.ML,stat,Synth Stat 16
synth-0204,Boundary operators for stat claims,2015,stat.ML,stat,Synth Stat 17
synth-0205,On the stat kernel of L1,2015,stat.ML,stat,Synth Stat 1
synth-0206,Citation triangles in stat,2015,stat.ML,stat,Synth Stat 2
synth-0207,On the stat kernel of L1,2015,stat.ML,stat,Synth Stat 3
synth-0208,Harmonic chains in stat literature,2015,stat.ML,stat,Synth Stat 4
synth-0209,Spectral 209 on a stat complex,2015,stat.ML,stat,Synth Stat 5
synth-0210,Simplicial cuts for stat corpora,2015,stat.ML,stat,Synth Stat 6
synth-0211,Discrete Hodge theory of 211,2015,stat.ML,stat,Synth Stat 7
synth-0212,A stacked stat note on 212,2015,stat.ML,stat,Synth Stat 8
synth-0213,Harmonic chains in stat literature,2015,stat.ML,stat,Synth Stat 9
synth-0214,Harmonic chains in stat literature,2015,stat.ML,stat,Synth Stat 10
synth-0215,On the stat kernel of L1,2015,stat.ML,stat,Synth Stat 11
synth-0216,Fiedler versus Hodge on 216,2015,stat.ML,stat,Synth Stat 12
synth-0217,Spectral 217 on a stat complex,2015,stat.ML,stat,Synth Stat 13
synth-0218,Harmonic chains in stat literature,2015,stat.ML,stat,Synth Stat 14
synth-0219,Spectral 219 on a stat complex,2015,stat.ML,stat,Synth Stat 15
synth-0220,Discrete Hodge theory of 220,2015,stat.ML,stat,Synth Stat 16
synth-0221,Citation triangles in stat,2016,stat.ML,stat,Synth Stat 17
synth-0222,Intellectual debt along a stat cycle,2016,stat.ML,stat,Synth Stat 1
synth-0223,On the stat kernel of L1,2016,stat.ML,stat,Synth Stat 2
synth-0224,Harmonic chains in stat literature,2016,stat.ML,stat,Synth Stat 3
synth-0225,Harmonic chains in stat literature,2016,stat.ML,stat,Synth Stat 4
synth-0226,Discrete Hodge theory of 226,2016,stat.ML,stat,Synth Stat 5
synth-0227,Fiedler versus Hodge on 227,2016,stat.ML,stat,Synth Stat 6
synth-0228,Boundary operators for stat claims,2016,stat.ML,stat,Synth Stat 7
synth-0229,Boundary operators for stat claims,2016,stat.ML,stat,Synth Stat 8
synth-0230,Discrete Hodge theory of 230,2016,stat.ML,stat,Synth Stat 9
synth-0231,Citation triangles in stat,2016,stat.ML,stat,Synth Stat 10
synth-0232,Spectral 232 on a stat complex,2016,stat.ML,stat,Synth Stat 11
synth-0233,Discrete Hodge theory of 233,2016,stat.ML,stat,Synth Stat 12
synth-0234,A stacked stat note on 234,2016,stat.ML,stat,Synth Stat 13
synth-0235,Intellectual debt along a stat cycle,2016,stat.ML,stat,Synth Stat 14
synth-0236,Boundary operators for stat claims,2016,stat.ML,stat,Synth Stat 15
synth-0237,Boundary operators for stat claims,2016,stat.ML,stat,Synth Stat 16
synth-0238,Fiedler versus Hodge on 238,2016,stat.ML,stat,Synth Stat 17
synth-0239,Discrete Hodge theory of 239,2016,stat.ML,stat,Synth Stat 1
synth-0240,Simplicial cuts for stat corpora,2016,stat.ML,stat,Synth Stat 2
synth-0241,Citation triangles in stat,2017,stat.ML,stat,Synth Stat 3
synth-0242,Citation triangles in stat,2017,stat.ML,stat,Synth Stat 4
synth-0243,On the stat kernel of L1,2017,stat.ML,stat,Synth Stat 5
synth-0244,On the stat kernel of L1,2017,stat.ML,stat,Synth Stat 6
synth-0245,Boundary operators for stat claims,2017,stat.ML,stat,Synth Stat 7
synth-0246,Citation triangles in stat,2017,stat.ML,stat,Synth Stat 8
synth-0247,Discrete Hodge theory of 247,2017,stat.ML,stat,Synth Stat 9
synth-0248,Spectral 248 on a stat complex,2017,stat.ML,stat,Synth Stat 10
synth-0249,Fiedler versus Hodge on 249,2017,stat.ML,stat,Synth Stat 11
synth-0250,Harmonic chains in stat literature,2017,stat.ML,stat,Synth Stat 12
synth-0251,Harmonic chains in stat literature,2017,stat.ML,stat,Synth Stat 13
synth-0252,Spectral 252 on a stat complex,2017,stat.ML,stat,Synth Stat 14
synth-0253,Simplicial cuts for stat corpora,2017,stat.ML,stat,Synth Stat 15
synth-0254,Discrete Hodge theory of 254,2017,stat.ML,stat,Synth Stat 16
synth-0255,Fiedler versus Hodge on 255,2017,stat.ML,stat,Synth Stat 17
synth-0256,Fiedler versus Hodge on 256,2017,stat.ML,stat,Synth Stat 1
synth-0257,Intellectual debt along a stat cycle,2017,stat.ML,stat,Synth Stat 2
synth-0258,Fiedler versus Hodge on 258,2017,stat.ML,stat,Synth Stat 3
synth-0259,On the stat kernel of L1,2017,stat.ML,stat,Synth Stat 4
synth-0260,Discrete Hodge theory of 260,2017,stat.ML,stat,Synth Stat 5
synth-0261,A stacked stat note on 261,2018,stat.ML,stat,Synth Stat 6
synth-0262,A stacked stat note on 262,2018,stat.ML,stat,Synth Stat 7
synth-0263,Boundary operators for stat claims,2018,stat.ML,stat,Synth Stat 8
synth-0264,Discrete Hodge theory of 264,2018,stat.ML,stat,Synth Stat 9
synth-0265,Intellectual debt along a stat cycle,2018,stat.ML,stat,Synth Stat 10
synth-0266,On the stat kernel of L1,2018,stat.ML,stat,Synth Stat 11
synth-0267,Fiedler versus Hodge on 267,2018,stat.ML,stat,Synth Stat 12
synth-0268,Simplicial cuts for stat corpora,2018,stat.ML,stat,Synth Stat 13
synth-0269,Simplicial cuts for stat corpora,2018,stat.ML,stat,Synth Stat 14
synth-0270,On the stat kernel of L1,2018,stat.ML,stat,Synth Stat 15
synth-0271,Boundary operators for stat claims,2018,stat.ML,stat,Synth Stat 16
synth-0272,Fiedler versus Hodge on 272,2018,stat.ML,stat,Synth Stat 17
synth-0273,A stacked stat note on 273,2018,stat.ML,stat,Synth Stat 1
synth-0274,On the stat kernel of L1,2018,stat.ML,stat,Synth Stat 2
synth-0275,On the stat kernel of L1,2018,stat.ML,stat,Synth Stat 3
synth-0276,A stacked stat note on 276,2018,stat.ML,stat,Synth Stat 4
synth-0277,Harmonic chains in stat literature,2018,stat.ML,stat,Synth Stat 5
synth-0278,Boundary operators for stat claims,2018,stat.ML,stat,Synth Stat 6
synth-0279,Spectral 279 on a stat complex,2018,stat.ML,stat,Synth Stat 7
synth-0280,Simplicial cuts for stat corpora,2018,stat.ML,stat,Synth Stat 8
synth-0281,Discrete Hodge theory of 281,2019,stat.ML,stat,Synth Stat 9
synth-0282,On the stat kernel of L1,2019,stat.ML,stat,Synth Stat 10
synth-0283,Harmonic chains in stat literature,2019,stat.ML,stat,Synth Stat 11
synth-0284,Discrete Hodge theory of 284,2019,stat.ML,stat,Synth Stat 12
synth-0285,Intellectual debt along a stat cycle,2019,stat.ML,stat,Synth Stat 13
synth-0286,On the stat kernel of L1,2019,stat.ML,stat,Synth Stat 14
synth-0287,Spectral 287 on a stat complex,2019,stat.ML,stat,Synth Stat 15
synth-0288,Discrete Hodge theory of 288,2019,stat.ML,stat,Synth Stat 16
synth-0289,A stacked stat note on 289,2019,stat.ML,stat,Synth Stat 17
synth-0290,On the stat kernel of L1,2019,stat.ML,stat,Synth Stat 1
synth-0291,Harmonic chains in stat literature,2019,stat.ML,stat,Synth Stat 2
synth-0292,A stacked stat note on 292,2019,stat.ML,stat,Synth Stat 3
synth-0293,Fiedler versus Hodge on 293,2019,stat.ML,stat,Synth Stat 4
synth-0294,On the stat kernel of L1,2019,stat.ML,stat,Synth Stat 5
synth-0295,Boundary operators for stat claims,2019,stat.ML,stat,Synth Stat 6
synth-0296,Spectral 296 on a stat complex,2019,stat.ML,stat,Synth Stat 7
synth-0297,A stacked stat note on 297,2019,stat.ML,stat,Synth Stat 8
synth-0298,Citation triangles in stat,2019,stat.ML,stat,Synth Stat 9
synth-0299,On the stat kernel of L1,2019,stat.ML,stat,Synth Stat 10
synth-0300,Spectral 300 on a stat complex,2019,stat.ML,stat,Synth Stat 11
synth-0301,Simplicial cuts for stat corpora,2020,stat.ML,stat,Synth Stat 12
synth-0302,Simplicial cuts for stat corpora,2020,stat.ML,stat,Synth Stat 13
synth-0303,A stacked stat note on 303,2020,stat.ML,stat,Synth Stat 14
synth-0304,Fiedler versus Hodge on 304,2020,stat.ML,stat,Synth Stat 15
synth-0305,Fiedler versus Hodge on 305,2020,stat.ML,stat,Synth Stat 16
synth-0306,Discrete Hodge theory of 306,2020,stat.ML,stat,Synth Stat 17
synth-0307,Harmonic chains in stat literature,2020,stat.ML,stat,Synth Stat 1
synth-0308,Boundary operators for stat claims,2020,stat.ML,stat,Synth Stat 2
synth-0309,Spectral 309 on a stat complex,2020,stat.ML,stat,Synth Stat 3
synth-0310,Citation triangles in stat,2020,stat.ML,stat,Synth Stat 4
synth-0311,Discrete Hodge theory of 311,2020,stat.ML,stat,Synth Stat 5
synth-0312,Boundary operators for stat claims,2020,stat.ML,stat,Synth Stat 6
synth-0313,Fiedler versus Hodge on 313,2020,stat.ML,stat,Synth Stat 7
synth-0314,Boundary operators for stat claims,2020,stat.ML,stat,Synth Stat 8
synth-0315,Boundary operators for stat claims,2020,stat.ML,stat,Synth Stat 9
synth-0316,Citation triangles in stat,2020,stat.ML,stat,Synth Stat 10
synth-0317,Intellectual debt along a stat cycle,2020,stat.ML,stat,Synth Stat 11
synth-0318,Citation triangles in stat,2020,stat.ML,stat,Synth Stat 12
synth-0319,Boundary operators for stat claims,2020,stat.ML,stat,Synth Stat 13
synth-0320,Boundary operators for stat claims,2020,stat.ML,stat,Synth Stat 14
synth-0321,Intellectual debt along a stat cycle,2021,stat.ML,stat,Synth Stat 15
synth-0322,Citation triangles in stat,2021,stat.ML,stat,Synth Stat 16
synth-0323,Simplicial cuts for stat corpora,2021,stat.ML,stat,Synth Stat 17
synth-0324,Spectral 324 on a stat complex,2021,stat.ML,stat,Synth Stat 1
synth-0325,Spectral 325 on a stat complex,2021,stat.ML,stat,Synth Stat 2
synth-0326,A stacked stat note on 326,2021,stat.ML,stat,Synth Stat 3
synth-0327,Fiedler versus Hodge on 327,2021,stat.ML,stat,Synth Stat 4
synth-0328,Harmonic chains in stat literature,2021,stat.ML,stat,Synth Stat 5
synth-0329,A stacked stat note on 329,2021,stat.ML,stat,Synth Stat 6
synth-0330,Discrete Hodge theory of 330,2021,stat.ML,stat,Synth Stat 7
synth-0331,Citation triangles in stat,2021,stat.ML,stat,Synth Stat 8
synth-0332,Simplicial cuts for stat corpora,2021,stat.ML,stat,Synth Stat 9
synth-0333,Discrete Hodge theory of 333,2021,stat.ML,stat,Synth Stat 10
synth-0334,On the stat kernel of L1,2021,stat.ML,stat,Synth Stat 11
synth-0335,Spectral 335 on a stat complex,2021,stat.ML,stat,Synth Stat 12
synth-0336,Boundary operators for stat claims,2021,stat.ML,stat,Synth Stat 13
synth-0337,Citation triangles in stat,2021,stat.ML,stat,Synth Stat 14
synth-0338,Boundary operators for stat claims,2021,stat.ML,stat,Synth Stat 15
synth-0339,Citation triangles in stat,2021,stat.ML,stat,Synth Stat 16
synth-0340,Intellectual debt along a stat cycle,2021,stat.ML,stat,Synth Stat 17
synth-0341,Spectral 341 on a stat complex,2022,stat.ML,stat,Synth Stat 1
synth-0342,Intellectual debt along a stat cycle,2022,stat.ML,stat,Synth Stat 2
synth-0343,Spectral 343 on a stat complex,2022,stat.ML,stat,Synth Stat 3
synth-0344,A stacked stat note on 344,2022,stat.ML,stat,Synth Stat 4
synth-0345,Fiedler versus Hodge on 345,2022,stat.ML,stat,Synth Stat 5
synth-0346,On the stat kernel of L1,2022,stat.ML,stat,Synth Stat 6
synth-0347,Discrete Hodge theory of 347,2022,stat.ML,stat,Synth Stat 7
synth-0348,Spectral 348 on a stat complex,2022,stat.ML,stat,Synth Stat 8
synth-0349,A stacked stat note on 349,2022,stat.ML,stat,Synth Stat 9
synth-0350,Spectral 350 on a stat complex,2022,stat.ML,stat,Synth Stat 10
